CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-095,Manipulative Short Selling,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Short / Borrow / Settlement Status; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-096,Short-Sale Mismarking,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Short / Borrow / Settlement Status; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-097,Locate / Borrow Misrepresentation,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Short / Borrow / Settlement Status; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-098,Abusive Naked Short-Selling Scheme,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Short / Borrow / Settlement Status; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-099,Churning,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Price Impact; Volume Participation; Rapid Position Reversal,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-100,Unauthorized Trading,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-101,Misappropriation of Customer Assets,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-102,Trade Allocation Fraud / Cherry Picking,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact; Time / Price / Quantity Matching; Trade-Report Timing / Accuracy,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-103,Best-Execution Manipulation,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-104,Interpositioning Abuse,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Time / Price / Quantity Matching; Trade-Report Timing / Accuracy; Price Impact,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-105,Excessive Markup / Markdown Fraud,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Time / Price / Quantity Matching; Trade-Report Timing / Accuracy; Price Impact,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-106,Commission / Fee Manipulation,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-107,Account-Takeover Trading,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-108,Synthetic-Identity Trading Accounts,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-109,Stolen-Identity Brokerage Accounts,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-110,Money-Mule Trading Accounts,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-111,Dormant-Account Takeover,account_security,Account takeover / identity misuse,AccountSecurityGrain,AccountSecurityGrain;AccountGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,AccountSecurityEvent;LoginEvent;DeviceEvent;ExecutionEvent;TransferEvent,Related-Account Graph; Time / Price / Quantity Matching,Rules + account-security/authentication data; AI optional,Optional later for behavioral anomaly scoring; rule detection can operate without it.
CASE-112,IPO Allocation / Spinning Abuse,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact,Rules + offering/tender reference data; AI not required,Not required.
CASE-113,Trade-Reporting Manipulation,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-114,Delayed-Trade Reporting Abuse,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-115,False Price Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-116,False Volume Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal; Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-117,Order-Identity Concealment,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-118,Order Splitting to Evade Surveillance,evasion,Threshold / identity / surveillance-evasion behavior,RelationshipGrain,RelationshipGrain;AccountGrain;TraderGrain;ParticipantInstrumentGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;IdentifierEvent;RelationshipEvent,Related-Account Graph; Position Concentration,Rules + identity/relationship resolution; AI not required,Not required; entity-resolution AI could enrich later.
CASE-119,Multi-Account Threshold Evasion,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Related-Account Graph; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-120,Broker-Hopping / Venue-Hopping Evasion,evasion,Threshold / identity / surveillance-evasion behavior,RelationshipGrain,RelationshipGrain;AccountGrain;TraderGrain;ParticipantInstrumentGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;IdentifierEvent;RelationshipEvent,Related-Account Graph; Position Concentration,Rules + identity/relationship resolution; AI not required,Not required; entity-resolution AI could enrich later.
CASE-121,Coordinated Timing Evasion,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-122,Beneficial-Owner Evasion,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-123,Spoof-and-Trade,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-124,Layer-and-Trade,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-125,Pump + Wash Trading,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Price Impact; Volume Participation,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-126,Pump + Matched Orders,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Price Impact; Volume Participation,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-127,Insider Trading + Market Manipulation,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-128,Rumor + Trading Manipulation,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-129,Cross-Product Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-130,Closing-Price + Derivative Manipulation,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Cross-Product Economic Benefit,Rules; AI not required,Not required.
CASE-131,Portfolio / Basket Manipulation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-132,Coordinated Multi-Security Manipulation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-133,Event-Driven Manipulation,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation; Pre-Event Abnormal Trading; Benchmark-Window Participation,Rules + offering/tender reference data; AI not required,Not required.
CASE-134,Smoking,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-135,Phishing / Order-Book Phishing,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-136,Flying,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-137,Printing,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-138,Trading-Safeguard Bypass Manipulation,evasion,Threshold / identity / surveillance-evasion behavior,RelationshipGrain,RelationshipGrain;AccountGrain;TraderGrain;ParticipantInstrumentGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;IdentifierEvent;RelationshipEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules + identity/relationship resolution; AI not required,Not required; entity-resolution AI could enrich later.
CASE-139,Illiquid Price-Setting Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-140,Short-Window Price Spike-and-Reversal Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-141,Rapid Position-Reversal Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-142,Portfolio Pumping,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-143,Window Dressing,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-144,Advancing the Bid,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-145,Cash-Account Free-Riding,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-146,Restricted-Stock Loan Default Scheme,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph; Short / Borrow / Settlement Status; Position Concentration; Liquidity Concentration,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-147,Restrictive-Legend Removal Abuse,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-148,Dormant Shell Hijacking,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-149,Reverse/Forward Split Share-Concentration Scheme,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-150,Trend-Hijacking Issuer Promotion,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-151,Unsupported Partnership / Joint-Venture Promotion,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-152,Dormancy-Reactivation Promotion Scheme,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-153,Small-Purchase Price Support for Large Inventory,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-154,Deposit–Sell–Wire-Out Scheme,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Volume Participation; Position Concentration; Related-Account Graph,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-155,Coordinated Same-Issuer Deposit-and-Liquidation,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Auction Indicative-Price Impact; Price Impact; Volume Participation; Self / Related Beneficial Owner; Related-Account Graph,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-156,Omnibus-Account Liquidation Abuse,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-157,Master/Subaccount Anonymity Abuse,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Cross-Product Economic Benefit; Price Impact,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
